LeadId,FirstName,LastName,Company,Country,Region,Source,Status,Score,Rating,IsConverted,ConvertedAccountId,Product_Interest,CreatedDate,LastActivityDate,SalesRep
LED00304,Amit,Santoso,Air Force Greece,Greece,Europe,Air Show Le Bourget,Working,1,Cold,False,,Spare Parts Package,2020-01-12,2024-01-25,Marc Dupont
LED00305,Khalid,Marić,Ministry of Defense Indonesia,Indonesia,Asia,Partner Network,Converted,77,Hot,True,ACC0026,Falcon 6X,2023-07-07,2023-09-24,Antoine Morel
LED00306,Carlos,Kumar,Air Force India,India,Asia,DSEI London,Converted,3,Cold,True,ACC0013,Offset Industrial Package,2018-02-15,2019-11-30,Jean-Pierre Martin
LED00307,Sunita,Hassan,Air Force Qatar,Qatar,Middle East,Air Show Le Bourget,Converted,27,Cold,True,ACC0021,Rafale F3-R,2022-09-30,2023-07-31,Jean-Pierre Martin
LED00308,Mohammed,Kumar,Ministry of Defense Greece,Greece,Europe,DSEI London,Working,18,Cold,False,,Training Program,2020-04-18,2021-04-10,Jean-Pierre Martin
LED00309,Carlos,García,Air Force Egypt,Egypt,Africa,DSEI London,Working,92,Hot,False,,Offset Industrial Package,2024-04-02,2024-08-02,Jean-Pierre Martin
LED00310,Rajesh,Sharma,Air Force UAE,UAE,Middle East,Aero India Bangalore,Working,8,Cold,False,,Training Program,2022-03-26,2023-05-22,Sophie Leclerc
LED00311,Klaus,Al-Sabah,Air Force Germany,Germany,Europe,Air Show Le Bourget,Converted,5,Cold,True,ACC0009,Rafale F3-R,2021-02-24,2024-11-29,Marc Dupont
LED00312,Priya,López,Ministry of Defense UAE,UAE,Middle East,Dubai Airshow,Nurturing,88,Hot,False,,Spare Parts Package,2018-01-08,2024-04-15,Isabelle Bernard
LED00313,Yiannis,Al-Sabah,Ministry of Defense India,India,Asia,Dubai Airshow,Working,36,Cold,False,,MRO Contract Rafale,2022-02-13,2023-12-19,Marc Dupont
LED00314,Hamad,López,Air Force Qatar,Qatar,Middle East,Aero India Bangalore,Converted,94,Hot,True,ACC0015,MRO Contract Rafale,2022-07-26,2024-09-18,Marc Dupont
LED00315,Fatima,Hassan,Ministry of Defense Croatia,Croatia,Europe,Aero India Bangalore,Nurturing,86,Hot,False,,Falcon 8X,2022-01-15,2023-11-27,Marc Dupont
LED00316,Priya,Singh,Ministry of Defense Croatia,Croatia,Europe,Partner Network,Nurturing,96,Hot,False,,Falcon 8X,2019-11-04,2023-03-14,Marc Dupont
LED00317,Khaled,Hassan,Ministry of Defense Germany,Germany,Europe,Aero India Bangalore,Disqualified,17,Cold,False,,Rafale F4,2020-04-23,2023-02-13,Antoine Morel
LED00318,Ante,Al-Thani,Ministry of Defense Spain,Spain,Europe,Air Show Le Bourget,Nurturing,13,Cold,False,,MRO Contract Rafale,2020-11-09,2023-08-07,Jean-Pierre Martin
LED00319,Khaled,Horvat,Ministry of Defense Qatar,Qatar,Middle East,LinkedIn,Disqualified,70,Hot,False,,Spare Parts Package,2023-11-13,2024-10-30,Jean-Pierre Martin
LED00320,Rajesh,Wijaya,Ministry of Defense Croatia,Croatia,Europe,Dubai Airshow,Converted,19,Cold,True,ACC0016,Falcon 8X,2020-02-11,2020-07-07,Marc Dupont
LED00321,Mohammed,Santoso,Air Force Indonesia,Indonesia,Asia,Dubai Airshow,Converted,38,Cold,True,ACC0001,Falcon 10X,2024-01-29,2024-03-30,Sophie Leclerc
LED00322,Fatima,Patel,Ministry of Defense Egypt,Egypt,Africa,Aero India Bangalore,Working,8,Cold,False,,Rafale F3-R,2019-05-03,2023-04-01,Antoine Morel
LED00323,Fatima,Schmidt,Ministry of Defense Qatar,Qatar,Middle East,Euronaval,Working,49,Warm,False,,Training Program,2021-05-29,2024-11-08,Antoine Morel
LED00324,Rajesh,García,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,Nurturing,4,Cold,False,,Spare Parts Package,2021-12-10,2022-06-28,Isabelle Bernard
LED00325,Ahmed,Al-Sabah,Air Force Croatia,Croatia,Europe,LinkedIn,Working,3,Cold,False,,Rafale F4,2023-06-20,2023-09-12,Sophie Leclerc
LED00326,Hans,Al-Sabah,Air Force Croatia,Croatia,Europe,DSEI London,Converted,48,Warm,True,ACC0010,Upgrade EW Suite,2020-09-15,2024-08-26,Isabelle Bernard
LED00327,Miguel,Kumar,Ministry of Defense Germany,Germany,Europe,Dubai Airshow,New,52,Warm,False,,Training Program,2019-06-10,2019-10-29,Antoine Morel
LED00328,Ante,Sharma,Air Force Croatia,Croatia,Europe,Aero India Bangalore,Converted,35,Cold,True,ACC0004,Upgrade EW Suite,2022-05-09,2023-09-23,Sophie Leclerc
LED00329,Fatima,Al-Farsi,Ministry of Defense Greece,Greece,Europe,Partner Network,New,20,Cold,False,,Rafale F4,2021-09-19,2022-10-31,Isabelle Bernard
LED00330,Khaled,Sharma,Air Force UAE,UAE,Middle East,Partner Network,Working,0,Cold,False,,Falcon 6X,2019-12-25,2021-11-20,Antoine Morel
LED00331,Mohammed,Al-Thani,Air Force UAE,UAE,Middle East,Partner Network,Nurturing,91,Hot,False,,Offset Industrial Package,2019-04-21,2019-07-26,Isabelle Bernard
LED00332,Sunita,Marić,Air Force Qatar,Qatar,Middle East,Partner Network,Nurturing,89,Hot,False,,Training Program,2023-11-22,2023-12-09,Marc Dupont
LED00333,Ahmed,García,Ministry of Defense Spain,Spain,Europe,Embassy Referral,Nurturing,89,Hot,False,,MRO Contract Rafale,2018-09-24,2024-01-20,Isabelle Bernard
LED00334,Miguel,Al-Thani,Ministry of Defense France,France,Europe,Dubai Airshow,New,15,Cold,False,,Training Program,2018-12-20,2023-02-26,Antoine Morel
LED00335,Miguel,Al-Rashid,Air Force Croatia,Croatia,Europe,Euronaval,Disqualified,8,Cold,False,,Rafale F3-R,2020-01-30,2021-05-19,Sophie Leclerc
LED00336,Rajesh,Patel,Air Force Greece,Greece,Europe,Aero India Bangalore,Converted,17,Cold,True,ACC0026,Rafale F3-R,2022-05-20,2022-09-12,Antoine Morel
LED00337,Amit,Horvat,Ministry of Defense Germany,Germany,Europe,Euronaval,New,67,Warm,False,,Falcon 6X,2019-07-16,2020-08-05,Isabelle Bernard
LED00338,Ante,Marić,Ministry of Defense Croatia,Croatia,Europe,Partner Network,New,27,Cold,False,,Rafale F4,2022-05-08,2022-10-04,Sophie Leclerc
LED00339,Miguel,Al-Thani,Air Force Egypt,Egypt,Africa,Aero India Bangalore,Nurturing,61,Warm,False,,Spare Parts Package,2018-10-25,2022-11-14,Sophie Leclerc
LED00340,Amit,Nasser,Air Force Indonesia,Indonesia,Asia,Euronaval,Converted,7,Cold,True,ACC0022,MRO Contract Rafale,2018-06-25,2022-11-11,Isabelle Bernard
LED00341,Fatima,Al-Thani,Air Force France,France,Europe,Dubai Airshow,Converted,61,Warm,True,ACC0017,Falcon 10X,2023-09-19,2024-05-30,Jean-Pierre Martin
LED00342,Ahmed,Papadopoulos,Ministry of Defense Germany,Germany,Europe,Embassy Referral,Nurturing,3,Cold,False,,Rafale F3-R,2024-04-19,2024-07-22,Marc Dupont
LED00343,Klaus,Marić,Ministry of Defense Greece,Greece,Europe,Embassy Referral,Converted,59,Warm,True,ACC0030,Falcon 10X,2021-10-30,2024-06-18,Antoine Morel
LED00344,Hans,Schmidt,Ministry of Defense Indonesia,Indonesia,Asia,Partner Network,Disqualified,96,Hot,False,,Offset Industrial Package,2024-04-13,2024-05-18,Isabelle Bernard
LED00345,Ante,Wijaya,Ministry of Defense Egypt,Egypt,Africa,LinkedIn,Nurturing,88,Hot,False,,Rafale F4,2021-11-03,2023-04-02,Marc Dupont
LED00346,Amit,Horvat,Ministry of Defense Greece,Greece,Europe,Euronaval,Nurturing,76,Hot,False,,MRO Contract Rafale,2021-07-06,2023-03-25,Sophie Leclerc
LED00347,Hans,Al-Rashid,Ministry of Defense Spain,Spain,Europe,LinkedIn,Nurturing,86,Hot,False,,Falcon 6X,2020-12-16,2024-05-24,Sophie Leclerc
LED00348,Ante,Singh,Air Force UAE,UAE,Middle East,Euronaval,Converted,87,Hot,True,ACC0015,Offset Industrial Package,2024-02-02,2024-10-25,Sophie Leclerc
LED00349,Hamad,Al-Sabah,Air Force Greece,Greece,Europe,DSEI London,Working,81,Hot,False,,Spare Parts Package,2021-10-13,2024-06-30,Marc Dupont
LED00350,Carlos,Al-Farsi,Ministry of Defense Spain,Spain,Europe,Partner Network,New,43,Warm,False,,Upgrade EW Suite,2018-10-23,2023-03-21,Jean-Pierre Martin
LED00351,Ante,López,Ministry of Defense UAE,UAE,Middle East,DSEI London,Disqualified,32,Cold,False,,Upgrade EW Suite,2023-02-06,2024-09-09,Isabelle Bernard
LED00352,Hans,Al-Farsi,Air Force Greece,Greece,Europe,Dubai Airshow,Disqualified,6,Cold,False,,Spare Parts Package,2023-06-29,2024-05-14,Jean-Pierre Martin
LED00353,Priya,Hassan,Air Force France,France,Europe,Aero India Bangalore,Working,15,Cold,False,,Upgrade EW Suite,2018-08-12,2024-08-12,Marc Dupont
LED00354,Priya,López,Air Force Egypt,Egypt,Africa,Aero India Bangalore,Converted,95,Hot,True,ACC0004,MRO Contract Rafale,2020-04-19,2023-10-19,Marc Dupont
LED00355,Carlos,Marić,Air Force Indonesia,Indonesia,Asia,Euronaval,Working,30,Cold,False,,Falcon 6X,2024-05-26,2024-07-03,Jean-Pierre Martin
LED00356,Budi,Marić,Ministry of Defense UAE,UAE,Middle East,LinkedIn,Converted,21,Cold,True,ACC0006,Rafale F4,2022-04-19,2023-11-24,Antoine Morel
LED00357,Ivana,Horvat,Air Force Croatia,Croatia,Europe,Euronaval,New,15,Cold,False,,Falcon 8X,2022-07-23,2023-01-16,Sophie Leclerc
LED00358,Fatima,López,Ministry of Defense Egypt,Egypt,Africa,Euronaval,Working,0,Cold,False,,Spare Parts Package,2021-06-17,2023-12-17,Sophie Leclerc
LED00359,Yiannis,Papadopoulos,Ministry of Defense Egypt,Egypt,Africa,Dubai Airshow,Nurturing,10,Cold,False,,Spare Parts Package,2022-12-25,2024-09-14,Isabelle Bernard
LED00360,Fatima,Wijaya,Air Force Spain,Spain,Europe,Air Show Le Bourget,Working,97,Hot,False,,Rafale F3-R,2023-07-07,2024-11-29,Antoine Morel
LED00361,Ahmed,Schmidt,Ministry of Defense Croatia,Croatia,Europe,Embassy Referral,Working,77,Hot,False,,Spare Parts Package,2019-08-15,2020-07-24,Isabelle Bernard
LED00362,Ivana,Müller,Ministry of Defense UAE,UAE,Middle East,Dubai Airshow,Working,40,Warm,False,,Spare Parts Package,2021-01-27,2024-06-09,Isabelle Bernard
LED00363,Yiannis,Kumar,Air Force Germany,Germany,Europe,Air Show Le Bourget,Converted,31,Cold,True,ACC0012,MRO Contract Rafale,2018-09-22,2022-12-30,Jean-Pierre Martin
LED00364,Ahmed,Al-Rashid,Air Force Indonesia,Indonesia,Asia,Partner Network,Nurturing,92,Hot,False,,Falcon 6X,2022-10-04,2023-07-06,Marc Dupont
LED00365,Hans,Wijaya,Ministry of Defense Croatia,Croatia,Europe,Euronaval,Working,20,Cold,False,,Rafale F3-R,2023-10-20,2024-05-02,Marc Dupont
LED00366,Ahmed,Schmidt,Ministry of Defense UAE,UAE,Middle East,Air Show Le Bourget,Converted,11,Cold,True,ACC0002,Falcon 10X,2019-10-13,2020-03-23,Antoine Morel
LED00367,Carlos,Al-Thani,Air Force Croatia,Croatia,Europe,Euronaval,Working,19,Cold,False,,Falcon 10X,2022-11-21,2023-05-10,Antoine Morel
LED00368,Klaus,Marić,Air Force UAE,UAE,Middle East,DSEI London,Converted,11,Cold,True,ACC0014,Falcon 8X,2019-12-22,2021-04-18,Jean-Pierre Martin
LED00369,Carlos,Al-Thani,Ministry of Defense Germany,Germany,Europe,Dubai Airshow,New,91,Hot,False,,Training Program,2019-02-20,2023-04-11,Sophie Leclerc
LED00370,Amit,Al-Thani,Ministry of Defense Spain,Spain,Europe,Aero India Bangalore,Working,23,Cold,False,,Upgrade EW Suite,2018-02-05,2018-04-30,Antoine Morel
LED00371,Nikos,Papadopoulos,Air Force Indonesia,Indonesia,Asia,Air Show Le Bourget,Working,17,Cold,False,,Offset Industrial Package,2023-04-06,2024-04-16,Antoine Morel
LED00372,Ivana,Al-Thani,Ministry of Defense Croatia,Croatia,Europe,Euronaval,Nurturing,31,Cold,False,,Rafale F3-R,2019-03-27,2019-12-26,Isabelle Bernard
LED00373,Khaled,Marić,Ministry of Defense India,India,Asia,Aero India Bangalore,Nurturing,36,Cold,False,,Spare Parts Package,2023-06-30,2024-10-19,Antoine Morel
LED00374,Carlos,Wijaya,Ministry of Defense Germany,Germany,Europe,LinkedIn,Converted,73,Hot,True,ACC0006,Upgrade EW Suite,2022-07-18,2023-12-11,Sophie Leclerc
LED00375,Klaus,Al-Farsi,Ministry of Defense UAE,UAE,Middle East,Air Show Le Bourget,Nurturing,9,Cold,False,,Spare Parts Package,2022-02-14,2023-03-12,Isabelle Bernard
LED00376,Rajesh,Santoso,Air Force Qatar,Qatar,Middle East,Euronaval,Working,3,Cold,False,,Falcon 8X,2020-03-24,2022-10-01,Antoine Morel
LED00377,Ivana,Nikolaou,Air Force Greece,Greece,Europe,Aero India Bangalore,Working,50,Warm,False,,Spare Parts Package,2018-03-09,2023-06-01,Isabelle Bernard
LED00378,Ivana,Papadopoulos,Ministry of Defense UAE,UAE,Middle East,LinkedIn,New,59,Warm,False,,Rafale F4,2018-07-30,2021-11-21,Marc Dupont
LED00379,Ahmed,Schmidt,Air Force Qatar,Qatar,Middle East,Air Show Le Bourget,Disqualified,59,Warm,False,,Upgrade EW Suite,2022-11-11,2024-05-28,Isabelle Bernard
LED00380,Klaus,Wijaya,Air Force Croatia,Croatia,Europe,Air Show Le Bourget,Working,8,Cold,False,,Rafale F4,2020-03-03,2020-12-26,Antoine Morel
LED00381,Sunita,Kumar,Air Force India,India,Asia,Euronaval,Nurturing,3,Cold,False,,MRO Contract Rafale,2023-11-05,2024-09-13,Isabelle Bernard
LED00382,Siti,López,Air Force Germany,Germany,Europe,LinkedIn,Working,41,Warm,False,,Training Program,2018-07-28,2024-01-14,Isabelle Bernard
LED00383,Ahmed,Papadopoulos,Ministry of Defense Spain,Spain,Europe,Air Show Le Bourget,Converted,93,Hot,True,ACC0013,MRO Contract Rafale,2023-09-04,2024-08-07,Isabelle Bernard
LED00384,Ahmed,Schmidt,Air Force France,France,Europe,Euronaval,Converted,18,Cold,True,ACC0013,Falcon 6X,2020-03-15,2020-06-08,Jean-Pierre Martin
LED00385,Budi,Al-Rashid,Ministry of Defense India,India,Asia,Euronaval,Working,17,Cold,False,,Falcon 8X,2024-05-20,2024-09-06,Antoine Morel
LED00386,Priya,García,Ministry of Defense UAE,UAE,Middle East,Euronaval,Disqualified,0,Cold,False,,Rafale F4,2019-11-01,2021-01-22,Isabelle Bernard
LED00387,Amit,Schmidt,Ministry of Defense Croatia,Croatia,Europe,Aero India Bangalore,New,14,Cold,False,,MRO Contract Rafale,2023-02-26,2024-06-20,Marc Dupont
LED00388,Carlos,Schmidt,Ministry of Defense Qatar,Qatar,Middle East,LinkedIn,Working,67,Warm,False,,Falcon 6X,2023-11-01,2024-02-24,Jean-Pierre Martin
LED00389,Klaus,Al-Sabah,Ministry of Defense Croatia,Croatia,Europe,Embassy Referral,Working,34,Cold,False,,Spare Parts Package,2023-09-16,2023-10-12,Antoine Morel
LED00390,Ivana,Horvat,Ministry of Defense Greece,Greece,Europe,Euronaval,Converted,13,Cold,True,ACC0008,Training Program,2024-03-23,2024-11-09,Sophie Leclerc
LED00391,Fatima,López,Air Force Spain,Spain,Europe,DSEI London,Working,64,Warm,False,,Rafale F4,2022-06-26,2023-03-01,Sophie Leclerc
LED00392,Fatima,Nasser,Ministry of Defense Egypt,Egypt,Africa,Partner Network,Working,99,Hot,False,,Falcon 8X,2018-08-22,2023-04-14,Isabelle Bernard
LED00393,Khalid,Al-Sabah,Ministry of Defense Qatar,Qatar,Middle East,Air Show Le Bourget,New,47,Warm,False,,Spare Parts Package,2020-08-23,2023-12-11,Sophie Leclerc
LED00394,Amit,Al-Thani,Ministry of Defense Indonesia,Indonesia,Asia,Embassy Referral,Working,30,Cold,False,,Offset Industrial Package,2019-11-07,2021-12-17,Jean-Pierre Martin
LED00395,Nikos,Marić,Air Force Egypt,Egypt,Africa,DSEI London,Converted,10,Cold,True,ACC0029,Rafale F4,2018-02-04,2019-10-19,Jean-Pierre Martin
LED00396,Sunita,Patel,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,New,22,Cold,False,,Rafale F4,2021-04-08,2021-06-29,Sophie Leclerc
LED00397,Priya,Schmidt,Air Force Qatar,Qatar,Middle East,Euronaval,New,12,Cold,False,,Falcon 6X,2018-12-04,2020-10-30,Isabelle Bernard
LED00398,Ahmed,Schmidt,Air Force Egypt,Egypt,Africa,Partner Network,Nurturing,34,Cold,False,,Rafale F4,2023-11-25,2024-07-18,Antoine Morel
LED00399,Mohammed,Al-Sabah,Ministry of Defense France,France,Europe,Euronaval,Converted,82,Hot,True,ACC0023,Falcon 10X,2023-10-10,2023-10-26,Isabelle Bernard
LED00400,Sunita,Wijaya,Air Force France,France,Europe,LinkedIn,Nurturing,88,Hot,False,,Spare Parts Package,2023-01-28,2024-03-31,Sophie Leclerc
LED00401,Nikos,Sharma,Air Force Qatar,Qatar,Middle East,Euronaval,Working,26,Cold,False,,Offset Industrial Package,2019-09-02,2024-07-29,Jean-Pierre Martin
LED00402,Klaus,Singh,Ministry of Defense Egypt,Egypt,Africa,Aero India Bangalore,New,57,Warm,False,,Offset Industrial Package,2018-10-28,2021-07-03,Isabelle Bernard
LED00403,Miguel,Müller,Ministry of Defense Indonesia,Indonesia,Asia,Embassy Referral,Disqualified,15,Cold,False,,Falcon 6X,2024-03-11,2024-11-08,Jean-Pierre Martin
LED00404,Priya,Sharma,Ministry of Defense France,France,Europe,LinkedIn,Working,50,Warm,False,,Falcon 10X,2018-09-28,2023-02-09,Sophie Leclerc
LED00405,Yiannis,Papadopoulos,Ministry of Defense Croatia,Croatia,Europe,Partner Network,Disqualified,84,Hot,False,,Spare Parts Package,2021-08-18,2023-05-24,Antoine Morel
LED00406,Fatima,Hassan,Air Force India,India,Asia,Aero India Bangalore,Working,100,Hot,False,,MRO Contract Rafale,2020-10-23,2021-08-22,Jean-Pierre Martin
LED00407,Budi,Al-Thani,Air Force UAE,UAE,Middle East,Aero India Bangalore,Converted,65,Warm,True,ACC0025,Rafale F3-R,2021-02-12,2024-08-28,Marc Dupont
LED00408,Khalid,Wijaya,Air Force Germany,Germany,Europe,LinkedIn,Working,47,Warm,False,,Falcon 8X,2019-03-05,2022-11-25,Antoine Morel
LED00409,Fatima,Sharma,Air Force Spain,Spain,Europe,Euronaval,Disqualified,50,Warm,False,,Offset Industrial Package,2020-03-16,2023-04-10,Marc Dupont
LED00410,Miguel,Hassan,Air Force India,India,Asia,Partner Network,Working,36,Cold,False,,Spare Parts Package,2022-07-27,2023-11-13,Antoine Morel
LED00411,Klaus,Sharma,Ministry of Defense Qatar,Qatar,Middle East,Dubai Airshow,Working,75,Hot,False,,Offset Industrial Package,2020-12-20,2022-05-24,Isabelle Bernard
LED00412,Yiannis,Horvat,Air Force India,India,Asia,Euronaval,Working,67,Warm,False,,Spare Parts Package,2020-06-27,2020-10-02,Jean-Pierre Martin
LED00413,Siti,Müller,Ministry of Defense Spain,Spain,Europe,Euronaval,Disqualified,69,Warm,False,,Rafale F3-R,2018-03-08,2023-10-02,Antoine Morel
LED00414,Ivana,Nasser,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Nurturing,84,Hot,False,,MRO Contract Rafale,2019-04-20,2021-04-14,Antoine Morel
LED00415,Ivana,Al-Sabah,Air Force India,India,Asia,Dubai Airshow,Nurturing,87,Hot,False,,Falcon 8X,2021-09-08,2023-02-18,Sophie Leclerc
LED00416,Budi,Al-Thani,Air Force Greece,Greece,Europe,Euronaval,Working,53,Warm,False,,Falcon 10X,2022-10-13,2023-08-25,Antoine Morel
LED00417,Ivana,Hassan,Ministry of Defense Egypt,Egypt,Africa,DSEI London,Disqualified,19,Cold,False,,Falcon 10X,2018-01-14,2020-01-17,Jean-Pierre Martin
LED00418,Yiannis,Wijaya,Air Force Qatar,Qatar,Middle East,Partner Network,Nurturing,15,Cold,False,,Offset Industrial Package,2023-12-30,2024-05-20,Jean-Pierre Martin
LED00419,Ante,García,Ministry of Defense Egypt,Egypt,Africa,LinkedIn,Working,45,Warm,False,,Offset Industrial Package,2020-02-15,2024-08-19,Jean-Pierre Martin
LED00420,Ante,Santoso,Air Force France,France,Europe,DSEI London,Working,18,Cold,False,,MRO Contract Rafale,2023-11-09,2023-11-24,Marc Dupont
LED00421,Budi,Al-Thani,Air Force Indonesia,Indonesia,Asia,Embassy Referral,Converted,13,Cold,True,ACC0021,Training Program,2022-07-07,2024-09-06,Antoine Morel
LED00422,Ante,Nikolaou,Air Force UAE,UAE,Middle East,DSEI London,Disqualified,84,Hot,False,,MRO Contract Rafale,2023-07-18,2023-10-27,Jean-Pierre Martin
LED00423,Rajesh,Patel,Ministry of Defense Croatia,Croatia,Europe,Air Show Le Bourget,New,24,Cold,False,,Spare Parts Package,2021-12-26,2022-01-10,Marc Dupont
LED00424,Ante,Al-Farsi,Ministry of Defense Egypt,Egypt,Africa,Partner Network,Converted,17,Cold,True,ACC0016,Training Program,2023-11-03,2024-08-12,Antoine Morel
LED00425,Ivana,Müller,Ministry of Defense Egypt,Egypt,Africa,LinkedIn,Converted,79,Hot,True,ACC0014,Falcon 10X,2021-07-22,2021-10-09,Jean-Pierre Martin
LED00426,Carlos,Nasser,Ministry of Defense Greece,Greece,Europe,Air Show Le Bourget,Disqualified,85,Hot,False,,Falcon 10X,2019-07-15,2021-06-10,Isabelle Bernard
LED00427,Klaus,Al-Rashid,Air Force Spain,Spain,Europe,DSEI London,New,46,Warm,False,,Falcon 10X,2021-06-17,2023-04-19,Sophie Leclerc
LED00428,Sunita,Al-Farsi,Air Force France,France,Europe,DSEI London,Converted,67,Warm,True,ACC0009,MRO Contract Rafale,2019-02-15,2022-09-10,Jean-Pierre Martin
LED00429,Ivana,Sharma,Air Force Germany,Germany,Europe,Aero India Bangalore,Nurturing,27,Cold,False,,Upgrade EW Suite,2018-11-19,2019-10-11,Antoine Morel
LED00430,Priya,Müller,Ministry of Defense Spain,Spain,Europe,Euronaval,Working,84,Hot,False,,Spare Parts Package,2022-07-12,2022-10-15,Marc Dupont
LED00431,Mohammed,Al-Sabah,Air Force India,India,Asia,Euronaval,New,17,Cold,False,,MRO Contract Rafale,2018-01-17,2022-08-06,Antoine Morel
LED00432,Ivana,Hassan,Air Force Greece,Greece,Europe,DSEI London,Nurturing,20,Cold,False,,Falcon 8X,2024-04-17,2024-09-30,Antoine Morel
LED00433,Hamad,Wijaya,Air Force India,India,Asia,DSEI London,Working,60,Warm,False,,Spare Parts Package,2019-06-03,2019-06-13,Antoine Morel
LED00434,Khalid,Marić,Air Force Germany,Germany,Europe,Euronaval,Converted,93,Hot,True,ACC0014,Falcon 6X,2020-02-08,2023-07-17,Isabelle Bernard
LED00435,Miguel,Al-Rashid,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Working,37,Cold,False,,Falcon 10X,2022-07-15,2023-04-16,Sophie Leclerc
LED00436,Rajesh,Al-Farsi,Air Force Indonesia,Indonesia,Asia,DSEI London,Converted,32,Cold,True,ACC0007,Falcon 10X,2023-08-01,2024-07-19,Sophie Leclerc
LED00437,Nikos,Sharma,Air Force Germany,Germany,Europe,Aero India Bangalore,Disqualified,15,Cold,False,,Falcon 6X,2020-10-16,2021-01-19,Jean-Pierre Martin
LED00438,Miguel,Kumar,Ministry of Defense France,France,Europe,Embassy Referral,Working,27,Cold,False,,Rafale F4,2019-04-07,2019-06-02,Isabelle Bernard
LED00439,Mohammed,Patel,Air Force Qatar,Qatar,Middle East,DSEI London,Nurturing,26,Cold,False,,Spare Parts Package,2019-08-26,2021-10-09,Antoine Morel
LED00440,Budi,Nasser,Air Force Croatia,Croatia,Europe,Euronaval,Working,84,Hot,False,,Falcon 6X,2019-08-21,2022-05-20,Isabelle Bernard
LED00441,Yiannis,Al-Thani,Air Force Indonesia,Indonesia,Asia,Euronaval,Working,6,Cold,False,,Rafale F3-R,2022-11-10,2024-02-22,Antoine Morel
LED00442,Nikos,Müller,Air Force UAE,UAE,Middle East,Euronaval,New,52,Warm,False,,Spare Parts Package,2021-03-22,2021-04-19,Isabelle Bernard
LED00443,Yiannis,Santoso,Ministry of Defense Germany,Germany,Europe,DSEI London,Working,58,Warm,False,,Falcon 10X,2020-07-07,2023-03-10,Isabelle Bernard
LED00444,Rajesh,Horvat,Ministry of Defense France,France,Europe,Euronaval,Working,61,Warm,False,,Spare Parts Package,2019-07-01,2020-09-21,Antoine Morel
LED00445,Carlos,Al-Farsi,Air Force Egypt,Egypt,Africa,Aero India Bangalore,Converted,34,Cold,True,ACC0022,Upgrade EW Suite,2023-11-09,2024-04-15,Isabelle Bernard
LED00446,Ivana,Müller,Air Force Egypt,Egypt,Africa,Air Show Le Bourget,Disqualified,72,Hot,False,,Falcon 6X,2019-03-15,2021-04-02,Isabelle Bernard
LED00447,Fatima,López,Air Force France,France,Europe,Air Show Le Bourget,Working,2,Cold,False,,Training Program,2024-03-18,2024-06-25,Sophie Leclerc
LED00448,Carlos,López,Air Force Greece,Greece,Europe,DSEI London,Converted,92,Hot,True,ACC0013,Offset Industrial Package,2020-10-25,2023-12-26,Antoine Morel
LED00449,Ivana,Singh,Air Force Egypt,Egypt,Africa,LinkedIn,Nurturing,48,Warm,False,,MRO Contract Rafale,2020-03-14,2022-03-14,Isabelle Bernard
LED00450,Ante,Kumar,Ministry of Defense Spain,Spain,Europe,Dubai Airshow,Nurturing,42,Warm,False,,Rafale F4,2022-10-31,2024-05-31,Sophie Leclerc
LED00451,Ante,Hassan,Air Force Indonesia,Indonesia,Asia,Dubai Airshow,Working,5,Cold,False,,Upgrade EW Suite,2022-08-17,2023-11-11,Sophie Leclerc
LED00452,Carlos,Kumar,Ministry of Defense UAE,UAE,Middle East,Dubai Airshow,Working,27,Cold,False,,Spare Parts Package,2018-05-30,2019-10-04,Marc Dupont
LED00453,Hans,Al-Farsi,Air Force UAE,UAE,Middle East,Partner Network,Working,11,Cold,False,,Falcon 10X,2020-08-27,2024-01-04,Antoine Morel
LED00454,Hamad,Kumar,Ministry of Defense India,India,Asia,Dubai Airshow,Converted,60,Warm,True,ACC0016,Falcon 6X,2024-01-26,2024-08-23,Marc Dupont
LED00455,Rajesh,Al-Rashid,Ministry of Defense Egypt,Egypt,Africa,DSEI London,Nurturing,64,Warm,False,,MRO Contract Rafale,2021-02-11,2023-08-26,Antoine Morel
LED00456,Rajesh,García,Air Force India,India,Asia,Aero India Bangalore,New,94,Hot,False,,Falcon 8X,2024-05-30,2024-07-28,Jean-Pierre Martin
LED00457,Yiannis,Sharma,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Working,26,Cold,False,,Falcon 6X,2021-04-23,2024-10-10,Sophie Leclerc
LED00458,Sunita,Müller,Ministry of Defense Egypt,Egypt,Africa,Air Show Le Bourget,Disqualified,92,Hot,False,,Spare Parts Package,2020-04-16,2021-02-25,Jean-Pierre Martin
LED00459,Priya,Marić,Air Force Croatia,Croatia,Europe,Aero India Bangalore,New,48,Warm,False,,Spare Parts Package,2022-03-15,2022-07-04,Jean-Pierre Martin
LED00460,Fatima,Horvat,Ministry of Defense UAE,UAE,Middle East,Aero India Bangalore,Working,9,Cold,False,,Falcon 8X,2019-03-21,2022-03-15,Antoine Morel
